"demanda_id","client_id","id_legado","titulo","natureza","data_abertura","status_interno","vinculada","vinculo","quadro","area_cxhub","status_cxhub","prioridade","tipo","criador","responsavel","motivo_bloqueio","rfi_id","destino_area","arquivo"
"D-2025-022","nk-store","UMD-181","Bloquear o envio de notificações das tarefas por email para o perfil NK COMPRAS.","casa-cliente","20/06/2025","Concluída","Sim","CX Hub — ID: UMD-181","Operação","Sem Área","Cancelado","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-022.md"
"D-2025-023","nk-store","UMD-764","Criação de referência de produto","casa-cliente","29/07/2025","Concluída","Sim","CX Hub — ID: UMD-764","","","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-023.md"
"D-2025-024","nk-store","UMD-184","Ajustar o calculo do IPI COURO, é  só sobre o fornecedor (fabricantes rel custo).","casa-cliente","01/08/2025","Concluída","Sim","CX Hub — ID: UMD-184","Operação","Sem Área","Cancelado","","Suporte","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-024.md"
"D-2025-025","nk-store","UMD-186","Campos novos para template de PA (FORNECEDOR): Peso do produto em kg? , Campo de compos…","casa-cliente","01/08/2025","Concluída","Sim","CX Hub — ID: UMD-186","Operação","Sem Área","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-025.md"
"D-2025-026","nk-store","UMD-763","Ficha Técnica: incluir campo de material principal","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-763","","","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-026.md"
"D-2025-027","nk-store","UMD-761","3 - Materiais: custo de coenizados","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-761","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-027.md"
"D-2025-028","nk-store","UMD-762","Ficha Técnica: incluir campo de percentual de consumo","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-762","","","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-028.md"
"D-2025-029","nk-store","UMD-768","Ficha Técnica: limitar a 1 material com a flag de material principal","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-768","Operação","Sem Área","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-003","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-029.md"
"D-2025-030","nk-store","UMD-765","1- Rota - Custo Costura","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-765","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-030.md"
"D-2025-031","nk-store","UMD-771","2 - Rota - Demais Custos","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-771","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-031.md"
"D-2025-032","nk-store","UMD-978","Novo perfill ecom  - Tabela de medidas e validação","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-978","Operação","Sem Área","Concluído","","Configuração","Julianne Rodrigues","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-032.md"
"D-2025-033","nk-store","UMD-770","Atualizar campo INATIVO da tabela PRODUTO_COR quando a variante for cancelada","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-770","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-003","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-033.md"
"D-2025-034","nk-store","UMD-766","Alterar cálculo do PRECO 04 com IPI quando TIPO = COURO","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-766","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-034.md"
"D-2025-035","nk-store","UMD-767","Integração - Tabela de medidas","casa-cliente","13/08/2025","Concluída","Sim","CX Hub — ID: UMD-767","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-035.md"
"D-2025-036","nk-store","UMD-346","Workflow pcp e estilo","casa-cliente","15/08/2025","Concluída","Sim","CX Hub — ID: UMD-346","Operação","Sem Área","Cancelado","","Configuração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-036.md"
"D-2025-037","nk-store","UMD-199","Adicionar o campo composição do material na coluna de empenho","casa-cliente","15/08/2025","Concluída","Sim","CX Hub — ID: UMD-199","Operação","Sem Área","Concluído","","Suporte","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-037.md"
"D-2025-038","nk-store","UMD-201","View MP - Acrescentar 2 abas com o somatório","casa-cliente","22/08/2025","Concluída","Sim","CX Hub — ID: UMD-201","Tech","Suporte Tech","Backlog","","Relatório","Julianne Rodrigues","Julianne Rodrigues","Aguardando Cliente","RFI-2025-002","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-038.md"
"D-2025-039","nk-store","UMD-348","Incluir campo para comentários do line por produto aba comentários do line - Comentário…","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-348","Operação","Sem Área","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-039.md"
"D-2025-040","nk-store","UMD-451","Subir o calendário da NK na uMode","casa-cliente","05/09/2025","Concluída","Sim","CX Hub — ID: UMD-451","Operação","Sem Área","Backlog","","Suporte","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","Outra — valor legado do Notion: ""Aguardando Time Interno - uMode""","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-040.md"
"D-2025-041","nk-store","UMD-437","Travar  a edição de cores, grade e materiais empenhados ficha após o Status do produto…","casa-cliente","17/09/2025","Concluída","Sim","CX Hub — ID: UMD-437","Operação","Sem Área","Concluído","","Configuração","Victor Aragão","Julianne Rodrigues, Pedro Murillo, Williem Berg Oliveira","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-041.md"
"D-2025-042","nk-store","UMD-769","Mensagem do Linx: Recalcular as ordens de produção em andamento","casa-cliente","17/09/2025","Concluída","Sim","CX Hub — ID: UMD-769","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2026-003","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-042.md"
"D-2025-043","nk-store","UMD-453","LIMPEZA DO CAMPO “LOCAL DE APLICAÇÃO”","casa-cliente","17/09/2025","Concluída","Sim","CX Hub — ID: UMD-453","Operação","Sem Área","Concluído","","Suporte","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-043.md"
"D-2025-044","nk-store","UMD-438","CUSTO TOTAL FORNECEDOR ZERADO","casa-cliente","17/09/2025","Concluída","Sim","CX Hub — ID: UMD-438","Tech","Suporte Tech","Concluído","","Bug","Victor Aragão","Pedro Murillo, Julianne Rodrigues","Outra — valor legado do Notion: ""Aguardando Recurso Especial""","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-044.md"
"D-2025-045","nk-store","UMD-519","Configurar template de impressão “OFICINAS NKO”","casa-cliente","19/09/2025","Concluída","Sim","CX Hub — ID: UMD-519","Operação","Operação | KA","Concluído","","Configuração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-045.md"
"D-2025-046","nk-store","UMD-657","Adicionar um campo na view de MP “Tipo de entrada”","casa-cliente","10/10/2025","Concluída","Sim","CX Hub — ID: UMD-657","Operação","Sem Área","Concluído","","Suporte","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-046.md"
"D-2025-047","nk-store","UMD-743","Configurar o perfil de acesso fornecedores: custom/griffe: NK FORNECEDOR  (NKF)","casa-cliente","31/10/2025","Concluída","Sim","CX Hub — ID: UMD-743","Operação","Sem Área","Concluído","Média","Configuração","Julianne Rodrigues","Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-047.md"
"D-2025-048","nk-store","UMD-742","Erro ou falta atualização: opção do campo Família não aparece na view e ao filtrar algu…","casa-cliente","31/10/2025","Concluída","Sim","CX Hub — ID: UMD-742","Operação","Sem Área","Concluído","","Suporte","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-048.md"
"D-2025-049","nk-store","UMD-1054","Inclusão de propriedade Linx na integração de escrita","casa-cliente","25/11/2025","Concluída","Sim","CX Hub — ID: UMD-1054","Operação","Sem Área","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2025-004","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-049.md"
"D-2025-050","nk-store","UMD-838","Integração NK","casa-cliente","25/11/2025","Concluída","Sim","CX Hub — ID: UMD-838","Tech","Suporte Tech","Cancelado","","Integração","Victor Aragão","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-050.md"
"D-2025-051","nk-store","UMD-842","2º Book estilo - atacado","casa-cliente","26/11/2025","Concluída","Sim","CX Hub — ID: UMD-842","Operação","Sem Área","Análise","","Configuração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-051.md"
"D-2025-052","nk-store","UMD-947","Acrescentar campos na view","casa-cliente","19/12/2025","Concluída","Sim","CX Hub — ID: UMD-947","Tech","Suporte Tech","Backlog","","Integração","Julianne Rodrigues","Julianne Rodrigues","Aguardando Decisão","RFI-2026-001","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2025-052.md"
"D-2026-001","nk-store","UMD-973","Custo divergente entre uMode e Linx","casa-cliente","29/01/2026","Concluída","Sim","CX Hub — ID: UMD-973","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-001.md"
"D-2026-002","nk-store","UMD-1055","Insert e update dos campos COD_CATEGORIA e PERIODO_PCP no Linx","casa-cliente","19/02/2026","Concluída","Sim","CX Hub — ID: UMD-1055","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","Julianne Rodrigues","","RFI-2026-002","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-002.md"
"D-2026-003","nk-store","UMD-1111","Novo campo categorização de tecido e integrar campo","casa-cliente","24/02/2026","Concluída","Sim","CX Hub — ID: UMD-1111","Tech","Suporte Tech","Concluído","","Integração","Julianne Rodrigues","Julianne Rodrigues","","RFI-2025-004","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-003.md"
"D-2026-004","nk-store","UMD-1027","Fator de conversão não integrou","casa-cliente","26/02/2026","Concluída","Sim","CX Hub — ID: UMD-1027","Tech","Suporte Tech","Concluído","","Integração","Ana Paula Ramos","Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-004.md"
"D-2026-005","nk-store","UMD-1029","Custo do produto não está calculando para NKA ATELIER","casa-cliente","27/02/2026","Concluída","Sim","CX Hub — ID: UMD-1029","Operação","Sem Área","Concluído","","Integração","Julianne Rodrigues","Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-005.md"
"D-2026-006","nk-store","UMD-1073","Ocultar campos de mkp dos perfis dos fornecedores","casa-cliente","11/03/2026","Concluída","Sim","CX Hub — ID: UMD-1073","","","Cancelado","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-006.md"
"D-2026-007","nk-store","UMD-1083","Enviar empenho de materiais mais de uma vez no dia (só integra a noite)","casa-cliente","13/03/2026","Concluída","Sim","CX Hub — ID: UMD-1083","Operação","Produto | Inovação","Backlog","","Melhoria","Julianne Rodrigues","","Aguardando Decisão","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-007.md"
"D-2026-008","nk-store","UMD-1107","Produtos com alerta na integração - Algum campo do produto tem mais caracteres do que o…","casa-cliente","18/03/2026","Concluída","Sim","CX Hub — ID: UMD-1107","Operação","Sem Área","Concluído","","Integração","Marina Santoro","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-008.md"
"D-2026-009","nk-store","UMD-1139","Produto com erro de integração","casa-cliente","26/03/2026","Concluída","Sim","CX Hub — ID: UMD-1139","","","Análise","","Integração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-009.md"
"D-2026-010","nk-store","UMD-1162","Custos zerados ou errados em MP","casa-cliente","07/04/2026","Concluída","Sim","CX Hub — ID: UMD-1162","","","Backlog","","Integração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","Aguardando Decisão","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-010.md"
"D-2026-011","nk-store","UMD-1188","COR diferente com o mesmo código do Linx","casa-cliente","13/04/2026","Concluída","Sim","CX Hub — ID: UMD-1188","","","Aguardando Validação","","Integração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-011.md"
"D-2026-012","nk-store","UMD-1220","Nova Griffe","casa-cliente","23/04/2026","Concluída","Sim","CX Hub — ID: UMD-1220","","","Concluído","","Integração","Julianne Rodrigues","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-012.md"
"D-2026-013","nk-store","UMD-1189","Atualizar custos de mp e em mp e produtos","casa-cliente","23/04/2026","Concluída","Sim","CX Hub — ID: UMD-1189","Operação","Sem Área","Análise","","Suporte","Pedro Murillo","","","","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-013.md"
"D-2026-014","nk-store","UMD-1254","Trazer coleção The Collest via módulo de acervo","casa-cliente","08/05/2026","Concluída","Sim","CX Hub — ID: UMD-1254","","","Backlog","","Integração","Julianne Rodrigues","","","RFI-2026-006","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-014.md"
"D-2026-015","nk-store","UMD-1256","Atualizar Dados Conta´beis para Uniforme (coleção = ACOES)","casa-cliente","11/05/2026","Concluída","Sim","CX Hub — ID: UMD-1256","","","Backlog","","Integração","Julianne Rodrigues","","","RFI-2026-007","","uMode/_Clientes/NK STORE/00_Institucional/_demandas/D-2026-015.md"
"D-2025-001","nv","UMD-74","Separar fichas de aprovação (checklist v2)","casa-cliente","16/04/2025","Concluída","Sim","CX Hub — ID: UMD-74","Operação","Sem Área","Concluído","","Suporte","Marina Santoro","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-001.md"
"D-2025-002","nv","UMD-75","Criar nova ficha de aprovação de pré produção (checklist v2)","casa-cliente","16/04/2025","Concluída","Sim","CX Hub — ID: UMD-75","Operação","Sem Área","Concluído","","Configuração","Marina Santoro","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-002.md"
"D-2025-003","nv","UMD-73","Melhorias de layouts na impressão das fichas","casa-cliente","16/04/2025","Concluída","Sim","CX Hub — ID: UMD-73","","","Backlog","","Melhoria","Marina Santoro","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-003.md"
"D-2025-004","nv","UMD-71","Macroplan - Imprimir os cartões (hoje feito no excel)","casa-cliente","16/04/2025","Concluída","Sim","CX Hub — ID: UMD-71","","","Concluído","","Configuração","Marina Santoro","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-004.md"
"D-2025-005","nv","UMD-72","Novos campos planners (canal de venda e etapa atacado)","casa-cliente","16/04/2025","Concluída","Sim","CX Hub — ID: UMD-72","Operação","Sem Área","Concluído","","Configuração","Marina Santoro","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-005.md"
"D-2025-006","nv","UMD-233","Protótipo Custos e Provão","casa-cliente","02/09/2025","Concluída","Sim","CX Hub — ID: UMD-233","","","Concluído","","Melhoria","Victor Aragão","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-006.md"
"D-2025-007","nv","UMD-232","Revisar integração Custo Linx","casa-cliente","02/09/2025","Concluída","Sim","CX Hub — ID: UMD-232","Tech","Suporte Tech","Concluído","","Suporte","Victor Aragão","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-007.md"
"D-2025-008","nv","UMD-383","📄 Ajustar nome da etapa “Repasse Croqui / Envio Kit Pilotagem ao Fornecedor”","casa-cliente","10/09/2025","Concluída","Sim","CX Hub — ID: UMD-383","Operação","Sem Área","Concluído","","Suporte","Vanessa Rinaldi","Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-008.md"
"D-2025-009","nv","UMD-390","📄 Ajustar nome do campo ""Análise de Acabamento""","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-390","Operação","Sem Área","Concluído","","Suporte","Vanessa Rinaldi","Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-009.md"
"D-2025-010","nv","UMD-389","📄 Incluir campos na Aprovação na Seção “ANÁLISE DE ACABAMENTO DA QUALIDADE”","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-389","Operação","Sem Área","Concluído","","Configuração","Vanessa Rinaldi","Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-010.md"
"D-2025-011","nv","UMD-391","📄 Ajustar título da Seção ""Análise de Acabamento da Qualidade","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-391","Operação","Sem Área","Concluído","","Suporte","Vanessa Rinaldi","Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-011.md"
"D-2025-012","nv","UMD-393","📄 Criar novo campo na variante para registro da nova peça para foto","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-393","Operação","Sem Área","Concluído","","Configuração","Vanessa Rinaldi","Victor Aragão","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-012.md"
"D-2025-013","nv","UMD-392","📄 Criar campo na Aprovação ""Motivo Repilotagem","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-392","Operação","Sem Área","Concluído","","Configuração","Vanessa Rinaldi","Victor Aragão, Fernanda Araujo","Aguardando Cliente","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-013.md"
"D-2025-014","nv","UMD-385","📄 Revisar lista de motivos de Cancelamento","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-385","","","Concluído","","Suporte","Vanessa Rinaldi","","Aguardando Cliente","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-014.md"
"D-2025-015","nv","UMD-384","📄 Remover campos para input de datas de Recebimento e Análise de Mostruário pelo time…","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-384","","","Concluído","","Suporte","Vanessa Rinaldi","","Outra — valor legado do Notion: ""Aguardando Time Interno - uMode""","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-015.md"
"D-2025-016","nv","UMD-386","📄 Movimentar campo “Produto teve alteração” para a Aprovação","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-386","Operação","Sem Área","Concluído","","Suporte","Vanessa Rinaldi","Victor Aragão, Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-016.md"
"D-2025-017","nv","UMD-388","📄 Automatizar envio do laudo de Pré-produção para PCP após finalização do Check List","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-388","Operação","Sem Área","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-017.md"
"D-2025-018","nv","UMD-387","📄 Incluir novo campo na Aprovação: “% de desconto”","casa-cliente","11/09/2025","Concluída","Sim","CX Hub — ID: UMD-387","Operação","Sem Área","Concluído","","Configuração","Vanessa Rinaldi","Victor Aragão, Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-018.md"
"D-2025-019","nv","UMD-435","[NV] - Tratar dados das versões de tipo de Check List","casa-cliente","17/09/2025","Concluída","Sim","CX Hub — ID: UMD-435","Operação","Sem Área","A fazer","","Suporte","Victor Aragão","Victor Aragão, Fernanda Araujo","Outra — valor legado do Notion: ""Aguardando Time Interno - uMode""","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-019.md"
"D-2025-020","nv","UMD-434","[NV] - Dado incorreto no Relat de Lacre","casa-cliente","17/09/2025","Concluída","Sim","CX Hub — ID: UMD-434","Tech","Suporte Tech","A fazer","","Suporte","Victor Aragão","Victor Aragão, Fernanda Araujo","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-020.md"
"D-2025-021","nv","UMD-500","📄 Revisar Workflow VM - Visualização VM Real","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-500","","","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-021.md"
"D-2025-022","nv","UMD-499","Revisar workflow Atelier","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-499","","","Cancelado","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-022.md"
"D-2025-023","nv","UMD-501","📄 Revisar Workflow Marketing","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-501","","","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-023.md"
"D-2025-024","nv","UMD-503","Desenvolver novo Relatório cruzando Data VM Real e VM Planejado e medir aderência do cu…","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-503","","","Cancelado","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-024.md"
"D-2025-025","nv","UMD-502","📄 Eliminar workflow de Planejamento","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-502","","","Concluído","","Suporte","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-025.md"
"D-2025-026","nv","UMD-498","Revisar workflow Compras Produção / Compras - Pilotagem Mostruário","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-498","","","Cancelado","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-026.md"
"D-2025-027","nv","UMD-494","Revisar Workflow Planners","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-494","","","A fazer","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-027.md"
"D-2025-028","nv","UMD-493","📄 Liberação Mostruário Atelier","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-493","","","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-028.md"
"D-2025-029","nv","UMD-495","Revisar workflow Engenharia de Produto / Estilo","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-495","","","Análise","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-029.md"
"D-2025-030","nv","UMD-497","Avaliar movimentação dos cards no workflow de Pré-produção","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-497","","","Em Progresso","","Suporte","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-030.md"
"D-2025-031","nv","UMD-496","Revisar Workflow Estilo","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-496","","","Análise","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-031.md"
"D-2025-032","nv","UMD-512","📄 Importação Datas Marketing - Criar template e treinar time","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-512","","","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-032.md"
"D-2025-033","nv","UMD-511","📄 Gestão de Produtos Semelhantes","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-511","","","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-033.md"
"D-2025-034","nv","UMD-513","📄 Criar o card das Subcoleções com status EM DESENVOLVIMENTO","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-513","Operação","Produto | Inovação","Cancelado","","Melhoria","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-034.md"
"D-2025-035","nv","UMD-515","📄 Revisar automações e integração relacionadas ao campo STATUS ATUAL","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-515","Tech","Suporte Tech","Concluído","","Integração","Vanessa Rinaldi","","","RFI-2025-003","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-035.md"
"D-2025-036","nv","UMD-514","Travar aba de CANCELAMENTO a partir de determinada etapa do processo","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-514","","","Cancelado","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-036.md"
"D-2025-037","nv","UMD-510","Relatório Realocação de Fornecedores","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-510","","","Cancelado","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-037.md"
"D-2025-038","nv","UMD-505","📄 Gradação com ruptura","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-505","","","Cancelado","","Melhoria","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-038.md"
"D-2025-039","nv","UMD-504","📄 Tabela de Medidas por variante - mais de uma Tabela por produto","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-504","","","Cancelado","","Melhoria","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-039.md"
"D-2025-040","nv","UMD-506","Revisar relatório Gestão de Lacre","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-506","","","Aguardando Validação","","Suporte","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-040.md"
"D-2025-041","nv","UMD-508","Aprovação / Lacre de Produto","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-508","","","Análise","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/NV/00_Institucional/_demandas/D-2025-041.md"
